PUMA,Place,puma_to_place_factor,place_code
6508,Unincorporated_6508,0.007,99999
6509,"Canyon Lake city, CA",0.001,10928
6509,"Corona city, CA",0.012,16350
6509,"Good Hope CDP, CA",0.051,30410
6509,"Homeland CDP, CA",0.029,34316
6509,"Lake Mathews CDP, CA",0.032,39645
6509,"Lakeview CDP, CA",0.002,39836
6509,"Meadowbrook CDP, CA",0.009,46520
6509,"Mead Valley CDP, CA",0.097,46646
6509,"Nuevo CDP, CA",0.046,52624
6509,"Perris city, CA",0.51,56700
6509,"Romoland CDP, CA",0.002,62756
6509,"Temescal Valley CDP, CA",0.163,78134
6509,Unincorporated_6509,0.046,99999
6510,"Highgrove CDP, CA",0.025,33574
6510,"March ARB CDP, CA",0.015,45680
6510,"Moreno Valley city, CA",0.071,49270
6510,"Riverside city, CA",0.877,62000
6510,Unincorporated_6510,0.012,99999
6511,"El Sobrante CDP, CA",0.003,22457
6511,"Norco city, CA",0.001,51560
6511,"Riverside city, CA",0.996,62000
6511,Unincorporated_6511,0,99999
6512,"Corona city, CA",0.363,16350
6512,"El Cerrito CDP, CA",0.048,21810
6512,"El Sobrante CDP, CA",0.121,22457
6512,"Home Gardens CDP, CA",0.095,34302
6512,"Lake Mathews CDP, CA",0.03,39645
6512,"Mead Valley CDP, CA",0.045,46646
6512,"Riverside city, CA",0.129,62000
6512,"Temescal Valley CDP, CA",0.003,78134
6512,"Woodcrest CDP, CA",0.153,86244
6512,Unincorporated_6512,0.013,99999
6513,"Corona city, CA",0.816,16350
6513,"Coronita CDP, CA",0.017,16420
6513,"Norco city, CA",0.166,51560
6513,Unincorporated_6513,0.001,99999
6514,"Crestmore Heights CDP, CA",0.003,17204
6514,"Eastvale CDP, CA",0.354,21230
6514,"Glen Avon CDP, CA",0.151,29644
6514,"Mira Loma CDP, CA",0.138,47976
6514,"Pedley CDP, CA",0.089,56350
6514,"Rubidoux CDP, CA",0.232,63260
6514,"Sunnyslope CDP, CA",0.03,76022
6514,Unincorporated_6514,0.002,99999
6515,"Aguanga CDP, CA",0.001,464
6515,"Anza CDP, CA",0.006,2294
6515,"Bermuda Dunes CDP, CA",0.04,6028
6515,"Cathedral City city, CA",0,12048
6515,"Desert Edge CDP, CA",0.038,18986
6515,"Desert Hot Springs city, CA",0.119,18996
6515,"Desert Palms CDP, CA",0.055,19022
6515,"Garnet CDP, CA",0.029,29112
6515,"Indian Wells city, CA",0.056,36434
6515,"Indio city, CA",0.004,36448
6515,"Lake Riverside CDP, CA",0,39715
6515,"La Quinta city, CA",0.184,40354
6515,"Oasis CDP, CA",0,53224
6515,"Palm Desert city, CA",0.367,55184
6515,"Palm Springs city, CA",0,55254
6515,"Sky Valley CDP, CA",0.019,72156
6515,"Thousand Palms CDP, CA",0.041,78596
6515,Unincorporated_6515,0.039,99999
6701,"Antelope CDP, CA",0.007,2210
6701,"Carmichael CDP, CA",0.107,11390
6701,"Citrus Heights city, CA",0.79,13588
6701,"Fair Oaks CDP, CA",0.034,23294
6701,"Orangevale CDP, CA",0.062,54092
6702,"Gold River CDP, CA",0.079,30345
6702,"La Riviera CDP, CA",0.107,40410
6702,"Mather CDP, CA",0.034,46226
6702,"Rancho Cordova city, CA",0.574,59444
6702,"Rosemont CDP, CA",0.203,62910
6702,Unincorporated_6702,0.003,99999
6703,"Arden-Arcade CDP, CA",0.372,2553
6703,"Carmichael CDP, CA",0.474,11390
6703,"Fair Oaks CDP, CA",0.153,23294
6704,"Arden-Arcade CDP, CA",0.436,2553
6704,"Citrus Heights city, CA",0.001,13588
6704,"Foothill Farms CDP, CA",0.245,24722
6704,"McClellan Park CDP, CA",0.004,44760
6704,"North Highlands CDP, CA",0.313,51924
6704,"Sacramento city, CA",0,64000
6705,"Sacramento city, CA",0.992,64000
6705,Unincorporated_6705,0.008,99999
6706,"Antelope CDP, CA",0.381,2210
6706,"Elverta CDP, CA",0.048,22524
6706,"Rio Linda CDP, CA",0.134,60942
6706,"Sacramento city, CA",0.436,64000
6707,"Arden-Arcade CDP, CA",0.066,2553
6707,"Sacramento city, CA",0.934,64000
6708,"Florin CDP, CA",0.217,24498
6708,"Fruitridge Pocket CDP, CA",0.039,27130
6708,"Lemon Hill CDP, CA",0.093,41142
6708,"Parkway CDP, CA",0.103,55800
6708,"Sacramento city, CA",0.535,64000
6708,"Vineyard CDP, CA",0.007,82852
6708,Unincorporated_6708,0.006,99999
6709,"Sacramento city, CA",1,64000
6710,"Elk Grove city, CA",0.987,22020
6710,"Florin CDP, CA",0.005,24498
6710,"Franklin CDP, CA",0.001,25506
6710,"Sacramento city, CA",0.007,64000
6710,Unincorporated_6710,0,99999
6711,"Clay CDP, CA",0.012,13854
6711,"Courtland CDP, CA",0.004,16714
6711,"Elk Grove city, CA",0.029,22020
6711,"Florin CDP, CA",0.145,24498
6711,"Franklin CDP, CA",0.001,25506
6711,"Freeport CDP, CA",0.001,25590
6711,"Galt city, CA",0.216,28112
6711,"Herald CDP, CA",0.011,33294
6711,"Hood CDP, CA",0.003,34484
6711,"Isleton city, CA",0.012,36882
6711,"Rancho Murieta CDP, CA",0.069,59506
6711,"Sacramento city, CA",0.001,64000
6711,"Vineyard CDP, CA",0.208,82852
6711,"Walnut Grove CDP, CA",0.019,83374
6711,"Wilton CDP, CA",0.059,85880
6711,Unincorporated_6711,0.211,99999
6712,"Fair Oaks CDP, CA",0.108,23294
6712,"Folsom city, CA",0.63,24638
6712,"Orangevale CDP, CA",0.262,54092
7101,"Apple Valley town, CA",0,2364
7101,"Baker CDP, CA",0.005,3512
7101,"Barstow city, CA",0.142,4030
7101,"Big River CDP, CA",0.016,6635
7101,"Bluewater CDP, CA",0.009,7172
7101,"Fort Irwin CDP, CA",0.037,25114
7101,"Homestead Valley CDP, CA",0.033,34392
7101,"Joshua Tree CDP, CA",0.057,37554
7101,"Lenwood CDP, CA",0.019,41194
7101,"Lucerne Valley CDP, CA",0.016,44420
7101,"Morongo Valley CDP, CA",0.03,49348
7101,"Needles city, CA",0.043,50734
7101,"Searles Valley CDP, CA",0.014,70728
7101,"Silver Lakes CDP, CA",0.041,71964
7101,"Twentynine Palms city, CA",0.14,80994
7101,"Victorville city, CA",0,82590
7101,"Yucca Valley town, CA",0.142,87056
7101,Unincorporated_7101,0.256,99999
7102,"Adelanto city, CA",0.177,296
7102,"Hesperia city, CA",0.005,33434
7102,"Mountain View Acres CDP, CA",0.019,49684
7102,"Spring Valley Lake CDP, CA",0.068,73700
7102,"Victorville city, CA",0.706,82590
7102,Unincorporated_7102,0.025,99999
7103,"Apple Valley town, CA",0.448,2364
7103,"Hesperia city, CA",0.498,33434
7103,"Oak Hills CDP, CA",0.038,52760
7103,"Victorville city, CA",0.006,82590
7103,Unincorporated_7103,0.009,99999
7104,"Apple Valley town, CA",0.003,2364
7104,"Big Bear City CDP, CA",0.167,6406
7104,"Big Bear Lake city, CA",0.133,6434
7104,"Crestline CDP, CA",0.1,17162
7104,"Fontana city, CA",0.001,24680
7104,"Hesperia city, CA",0,33434
7104,"Highland city, CA",0.001,33588
7104,"Lake Arrowhead CDP, CA",0.163,39444
7104,"Lucerne Valley CDP, CA",0.025,44420
7104,"Lytle Creek CDP, CA",0.006,44644
7104,"Muscoy CDP, CA",0,50132
7104,"Oak Glen CDP, CA",0,52715
7104,"Oak Hills CDP, CA",0.011,52760
7104,"Phelan CDP, CA",0.07,56826
7104,"Piñon Hills CDP, CA",0.041,57302
7104,"Rancho Cucamonga city, CA",0,59451
7104,"Rialto city, CA",0.008,60466
7104,"Running Springs CDP, CA",0.051,63316
7104,"San Antonio Heights CDP, CA",0.001,64462
7104,"San Bernardino city, CA",0.05,65000
7104,"Victorville city, CA",0.001,82590
7104,"Wrightwood CDP, CA",0.037,86594
7104,Unincorporated_7104,0.131,99999
7105,"Highland city, CA",0.04,33588
7105,"Loma Linda city, CA",0.01,42370
7105,"Mentone CDP, CA",0.062,46884
7105,"Oak Glen CDP, CA",0.004,52715
7105,"Redlands city, CA",0.507,59962
7105,"Yucaipa city, CA",0.374,87042
7105,Unincorporated_7105,0.003,99999
7106,"Bloomington CDP, CA",0.085,7064
7106,"Colton city, CA",0.437,14890
7106,"Grand Terrace city, CA",0.136,30658
7106,"Loma Linda city, CA",0.261,42370
7106,"Redlands city, CA",0.001,59962
7106,"Rialto city, CA",0.015,60466
7106,"San Bernardino city, CA",0.039,65000
7106,Unincorporated_7106,0.027,99999
7107,"Highland city, CA",0.434,33588
7107,"Loma Linda city, CA",0.006,42370
7107,"Redlands city, CA",0,59962
7107,"San Bernardino city, CA",0.391,65000
7107,Unincorporated_7107,0.168,99999
7108,"Colton city, CA",0.003,14890
7108,"Muscoy CDP, CA",0.047,50132
7108,"Rialto city, CA",0.004,60466
7108,"San Bernardino city, CA",0.92,65000
7108,Unincorporated_7108,0.025,99999
7109,"Bloomington CDP, CA",0.052,7064
7109,"Colton city, CA",0.043,14890
7109,"Fontana city, CA",0.089,24680
7109,"Rialto city, CA",0.799,60466
7109,"San Bernardino city, CA",0.003,65000
7109,Unincorporated_7109,0.015,99999
7110,"Bloomington CDP, CA",0.046,7064
7110,"Fontana city, CA",0.871,24680
7110,"Rialto city, CA",0.08,60466
7110,Unincorporated_7110,0.003,99999
7111,"Rancho Cucamonga city, CA",1,59451
7111,Unincorporated_7111,0,99999
7112,"Montclair city, CA",0.247,48788
7112,"Ontario city, CA",0,53896
7112,"San Antonio Heights CDP, CA",0.03,64462
7112,"Upland city, CA",0.68,81344
7112,Unincorporated_7112,0.043,99999
7113,"Chino city, CA",0.034,13210
7113,"Ontario city, CA",0.966,53896
7114,"Chino city, CA",0.438,13210
7114,"Chino Hills city, CA",0.513,13214
7114,"Ontario city, CA",0.014,53896
7114,Unincorporated_7114,0.035,99999
7115,"Fontana city, CA",0.827,24680
7115,Unincorporated_7115,0.173,99999
7301,"Bonsall CDP, CA",0,7498
7301,"Camp Pendleton North CDP, CA",0.019,10559
7301,"Camp Pendleton South CDP, CA",0.044,10561
7301,"Oceanside city, CA",0.871,53322
7301,"Vista city, CA",0.009,82996
7301,Unincorporated_7301,0.057,99999
7302,"Alpine CDP, CA",0.113,1192
7302,"Bonsall CDP, CA",0.034,7498
7302,"Borrego Springs CDP, CA",0.053,7596
7302,"Boulevard CDP, CA",0.004,7694
7302,"Campo CDP, CA",0.023,10508
7302,"Descanso CDP, CA",0.014,18940
7302,"Escondido city, CA",0,22804
7302,"Fallbrook CDP, CA",0.222,23462
7302,"Hidden Meadows CDP, CA",0.032,33532
7302,"Jacumba CDP, CA",0.006,37022
7302,"Julian CDP, CA",0.019,37582
7302,"Mount Laguna CDP, CA",0.003,49810
7302,"Pine Valley CDP, CA",0.015,57260
7302,"Potrero CDP, CA",0.004,58478
7302,"Rainbow CDP, CA",0.015,59248
7302,"Valley Center CDP, CA",0.065,81736
7302,Unincorporated_7302,0.376,99999
7303,"Oceanside city, CA",0.059,53322
7303,"San Marcos city, CA",0.001,68196
7303,"Vista city, CA",0.779,82996
7303,Unincorporated_7303,0.161,99999
7304,"Carlsbad city, CA",0.842,11194
7304,"Lake San Marcos CDP, CA",0.002,39724
7304,"Oceanside city, CA",0.11,53322
7304,"San Marcos city, CA",0.002,68196
7304,"Vista city, CA",0.042,82996
7304,Unincorporated_7304,0.002,99999
7305,"Escondido city, CA",0.23,22804
7305,"Lake San Marcos CDP, CA",0.057,39724
7305,"San Marcos city, CA",0.641,68196
7305,"Vista city, CA",0.015,82996
7305,Unincorporated_7305,0.057,99999
7306,"Escondido city, CA",0.863,22804
7306,"San Diego city, CA",0.001,66000
7306,"Valley Center CDP, CA",0.002,81736
7306,Unincorporated_7306,0.134,99999
7307,"Bostonia CDP, CA",0.019,7624
7307,"Crest CDP, CA",0.026,17106
7307,"El Cajon city, CA",0.011,21712
7307,"Eucalyptus Hills CDP, CA",0.049,23000
7307,"Harbison Canyon CDP, CA",0.036,32044
7307,"Lakeside CDP, CA",0.199,39766
7307,"Poway city, CA",0.001,58520
7307,"Ramona CDP, CA",0.182,59346
7307,"San Diego city, CA",0,66000
7307,"San Diego Country Estates CDP, CA",0.094,66004
7307,"Santee city, CA",0.044,70224
7307,"Winter Gardens CDP, CA",0.202,85992
7307,Unincorporated_7307,0.138,99999
7308,"Poway city, CA",0.342,58520
7308,"San Diego city, CA",0.649,66000
7308,Unincorporated_7308,0.009,99999
7309,"Carlsbad city, CA",0.051,11194
7309,"Encinitas city, CA",0.395,22678
7309,"Fairbanks Ranch CDP, CA",0.019,23150
7309,"Rancho Santa Fe CDP, CA",0.021,59584
7309,"San Diego city, CA",0.268,66000
7309,"San Marcos city, CA",0.021,68196
7309,"Solana Beach city, CA",0.1,72506
7309,Unincorporated_7309,0.125,99999
7310,"Coronado city, CA",0.118,16378
7310,"Del Mar city, CA",0.032,18506
7310,"San Diego city, CA",0.851,66000
7311,"Del Mar city, CA",0,18506
7311,"San Diego city, CA",1,66000
7312,"San Diego city, CA",1,66000
7313,"Bostonia CDP, CA",0.08,7624
7313,"Casa de Oro-Mount Helix CDP, CA",0.025,11691
7313,"El Cajon city, CA",0.551,21712
7313,"Granite Hills CDP, CA",0.017,30703
7313,"La Mesa city, CA",0,40004
7313,"Rancho San Diego CDP, CA",0.032,59550
7313,"Santee city, CA",0.285,70224
7313,Unincorporated_7313,0.009,99999
7314,"Casa de Oro-Mount Helix CDP, CA",0.015,11691
7314,"La Mesa city, CA",0.407,40004
7314,"San Diego city, CA",0.577,66000
7314,Unincorporated_7314,0,99999
7315,"San Diego city, CA",1,66000
7316,"San Diego city, CA",1,66000
7317,"San Diego city, CA",1,66000
7318,"Bonita CDP, CA",0.04,7414
7318,"Chula Vista city, CA",0.005,13392
7318,"La Presa CDP, CA",0.05,40326
7318,"Lemon Grove city, CA",0.003,41124
7318,"National City city, CA",0.004,50398
7318,"San Diego city, CA",0.898,66000
7318,Unincorporated_7318,0,99999
7319,"Casa de Oro-Mount Helix CDP, CA",0.106,11691
7319,"Chula Vista city, CA",0.023,13392
7319,"Jamul CDP, CA",0.045,37120
7319,"La Mesa city, CA",0.004,40004
7319,"La Presa CDP, CA",0.188,40326
7319,"Lemon Grove city, CA",0.198,41124
7319,"Rancho San Diego CDP, CA",0.137,59550
7319,"San Diego city, CA",0.025,66000
7319,"Spring Valley CDP, CA",0.221,73696
7319,Unincorporated_7319,0.053,99999
7320,"Bonita CDP, CA",0.062,7414
7320,"Chula Vista city, CA",0.915,13392
7320,"La Presa CDP, CA",0.006,40326
7320,"National City city, CA",0.014,50398
7320,Unincorporated_7320,0.004,99999
7321,"Bonita CDP, CA",0.002,7414
7321,"Chula Vista city, CA",0.701,13392
7321,"National City city, CA",0.285,50398
7321,"San Diego city, CA",0,66000
7321,Unincorporated_7321,0.011,99999
7322,"Chula Vista city, CA",0.001,13392
7322,"Imperial Beach city, CA",0.253,36294
7322,"San Diego city, CA",0.746,66000
7322,Unincorporated_7322,0,99999
7501,"San Francisco city, CA",1,67000
7502,"San Francisco city, CA",1,67000
7503,"San Francisco city, CA",1,67000
7504,"San Francisco city, CA",1,67000
7505,"San Francisco city, CA",1,67000
7506,"San Francisco city, CA",1,67000
7507,"San Francisco city, CA",1,67000
7701,"Lincoln Village CDP, CA",0.027,41558
7701,"Morada CDP, CA",0.024,49180
7701,"Stockton city, CA",0.914,75000
7701,Unincorporated_7701,0.035,99999
7702,"August CDP, CA",0.051,3209
7702,"Country Club CDP, CA",0.075,16651
7702,"Kennedy CDP, CA",0.017,38065
7702,"Stockton city, CA",0.823,75000
7702,"Taft Mosswood CDP, CA",0.007,77595
7702,Unincorporated_7702,0.028,99999
7703,"Lathrop city, CA",0.084,40704
7703,"Manteca city, CA",0.368,45484
7703,"Mountain House CDP, CA",0.052,49582
7703,"Tracy city, CA",0.414,80238
7703,Unincorporated_7703,0.083,99999
7704,"Acampo CDP, CA",0.002,156
7704,"Collierville CDP, CA",0.012,14708
7704,"Dogtown CDP, CA",0.016,19440
7704,"Escalon city, CA",0.045,22790
7704,"Farmington CDP, CA",0.002,23630
7704,"French Camp CDP, CA",0.01,26028
7704,"Garden Acres CDP, CA",0.052,28182
7704,"Linden CDP, CA",0.011,41670
7704,"Lockeford CDP, CA",0.021,42104
7704,"Lodi city, CA",0.406,42202
7704,"Manteca city, CA",0.001,45484
7704,"Peters CDP, CA",0.004,56798
7704,"Ripon city, CA",0.088,61026
7704,"Stockton city, CA",0.025,75000
7704,"Taft Mosswood CDP, CA",0.001,77595
7704,"Terminous CDP, CA",0.004,78232
7704,"Thornton CDP, CA",0.006,78568
7704,"Victor CDP, CA",0.002,82562
7704,"Waterloo CDP, CA",0.004,83626
7704,"Woodbridge CDP, CA",0.025,86230
7704,Unincorporated_7704,0.265,99999
7901,"Arroyo Grande city, CA",0.101,2868
7901,"Avilla Beach CDP, CA",0.014,3330
7901,"Blacklake CDP, CA",0.008,6935
7901,"Callender CDP, CA",0.006,9948
7901,"Cambria CDP, CA",0.054,10074
7901,"Cayucos CDP, CA",0.031,12132
7901,"Edna CDP, CA",0,21565
7901,"Grover Beach city, CA",0.076,31393
7901,"Los Berros CDP, CA",0.003,44042
7901,"Los Osos CDP, CA",0.086,44182
7901,"Los Ranchos CDP, CA",0.008,44242
7901,"Morro Bay city, CA",0.084,49362
7901,"Nipomo CDP, CA",0.076,51476
7901,"Oceano CDP, CA",0.041,53294
7901,"Pismo Beach city, CA",0.074,57414
7901,"San Luis Obispo city, CA",0.272,68154
7901,"San Simeon CDP, CA",0.004,68434
7901,"Woodlands CDP, CA",0.006,86380
7901,Unincorporated_7901,0.057,99999
7902,"Atascadero city, CA",0.276,3064
7902,"Creston CDP, CA",0.001,17232
7902,"Edna CDP, CA",0.001,21565
7902,"El Paso de Robles (Paso Robles) city, CA",0.274,22300
7902,"Garden Farms CDP, CA",0.004,28210
7902,"Lake Nacimiento CDP, CA",0.043,39670
7902,"Nipomo CDP, CA",0,51476
7902,"Oak Shores CDP, CA",0.015,53160
7902,"San Miguel CDP, CA",0.019,68266
7902,"Santa Margarita CDP, CA",0.013,69182
7902,"Shandon CDP, CA",0.01,71134
7902,"Templeton CDP, CA",0.072,78162
7902,"Whitley Gardens CDP, CA",0.003,85222
7902,Unincorporated_7902,0.268,99999
8101,"Broadmoor CDP, CA",0.03,8338
8101,"Colma town, CA",0.012,14736
8101,"Daly City city, CA",0.639,17918
8101,"Pacifica city, CA",0.308,54806
8101,Unincorporated_8101,0.011,99999
8102,"Brisbane city, CA",0.046,8310
8102,"Daly City city, CA",0.059,17918
8102,"San Bruno city, CA",0.369,65028
8102,"South San Francisco city, CA",0.524,73262
8102,Unincorporated_8102,0.001,99999
8103,"Burlingame city, CA",0.303,9066
8103,"Hillsborough town, CA",0.091,33798
8103,"Millbrae city, CA",0.195,47486
8103,"San Mateo city, CA",0.401,68252
8103,Unincorporated_8103,0.01,99999
8104,"El Granada CDP, CA",0.045,21936
8104,"Foster City city, CA",0.258,25338
8104,"Half Moon Bay city, CA",0.091,31708
8104,"Highlands-Baywood Park CDP, CA",0.03,33633
8104,"La Honda CDP, CA",0.01,39318
8104,"Loma Mar CDP, CA",0.001,42384
8104,"Montara CDP, CA",0.024,48760
8104,"Moss Beach CDP, CA",0.024,49446
8104,"Pescadero CDP, CA",0.004,56756
8104,"San Mateo city, CA",0.472,68252
8104,Unincorporated_8104,0.04,99999
8105,"Belmont city, CA",0.216,5108
8105,"Emerald Lake Hills CDP, CA",0.004,22587
8105,"North Fair Oaks CDP, CA",0.001,51840
8105,"Redwood City city, CA",0.522,60102
8105,"San Carlos city, CA",0.235,65070
8105,Unincorporated_8105,0.023,99999
8106,"Atherton town, CA",0.063,3092
8106,"East Palo Alto city, CA",0.196,20956
8106,"Emerald Lake Hills CDP, CA",0.035,22587
8106,"Ladera CDP, CA",0.014,39094
8106,"Menlo Park city, CA",0.328,46870
8106,"North Fair Oaks CDP, CA",0.102,51840
8106,"Portola Valley town, CA",0.048,58380
8106,"Redwood City city, CA",0.062,60102
8106,"West Menlo Park CDP, CA",0.036,84536
8106,"Woodside town, CA",0.054,86440
8106,Unincorporated_8106,0.062,99999
8301,"Orcutt CDP, CA",0.292,54120
8301,"Santa Maria city, CA",0.692,69196
8301,Unincorporated_8301,0.016,99999
8302,"Ballard CDP, CA",0.005,3694
8302,"Buellton city, CA",0.05,8758
8302,"Casmalia CDP, CA",0.002,11754
8302,"Cuyama CDP, CA",0.001,17727
8302,"Garey CDP, CA",0.001,29070
8302,"Goleta city, CA",0.012,30378
8302,"Guadalupe city, CA",0.051,31414
8302,"Lompoc city, CA",0.389,42524
8302,"Los Alamos CDP, CA",0.018,43252
8302,"Los Olivos CDP, CA",0.014,44168
8302,"Mission Hills CDP, CA",0.033,48186
8302,"New Cuyama CDP, CA",0.006,51028
8302,"Orcutt CDP, CA",0.006,54120
8302,"Santa Maria city, CA",0.067,69196
8302,"Santa Ynez CDP, CA",0.051,70182
8302,"Sisquoc CDP, CA",0.002,72086
8302,"Solvang city, CA",0.067,72576
8302,"Vandenberg AFB CDP, CA",0.028,82072
8302,"Vandenberg Village CDP, CA",0.073,82086
8302,Unincorporated_8302,0.123,99999
8303,"Carpinteria city, CA",0.069,11446
8303,"Goleta city, CA",0.14,30378
8303,"Isla Vista CDP, CA",0.065,36868
8303,"Mission Canyon CDP, CA",0.014,48147
8303,"Montecito CDP, CA",0.054,48844
8303,"Santa Barbara city, CA",0.482,69070
8303,"Summerland CDP, CA",0.01,75714
8303,"Toro Canyon CDP, CA",0.01,79529
8303,Unincorporated_8303,0.156,99999
8501,"Cupertino city, CA",0.007,17610
8501,"Los Altos city, CA",0.133,43280
8501,"Los Altos Hills town, CA",0.036,43294
8501,"Loyola CDP, CA",0.015,44378
8501,"Mountain View city, CA",0.41,49670
8501,"Palo Alto city, CA",0.341,55282
8501,"Stanford CDP, CA",0.048,73906
8501,Unincorporated_8501,0.01,99999
8502,"Cupertino city, CA",0.005,17610
8502,"Milpitas city, CA",0,47766
8502,"San Jose city, CA",0.011,68000
8502,"Santa Clara city, CA",0.04,69084
8502,"Sunnyvale city, CA",0.944,77000
8502,Unincorporated_8502,0,99999
8503,"Milpitas city, CA",0,47766
8503,"San Jose city, CA",0.189,68000
8503,"Santa Clara city, CA",0.81,69084
8504,"Milpitas city, CA",0.509,47766
8504,"San Jose city, CA",0.49,68000
8504,Unincorporated_8504,0.002,99999
8505,"Alum Rock CDP, CA",0.134,1458
8505,"East Foothills CDP, CA",0.098,20598
8505,"San Jose city, CA",0.75,68000
8505,Unincorporated_8505,0.019,99999
8506,"Gilroy city, CA",0.416,29504
8506,"Morgan Hill city, CA",0.36,49278
8506,"San Jose city, CA",0.003,68000
8506,"San Martin CDP, CA",0.059,68238
8506,Unincorporated_8506,0.161,99999
8507,"Campbell city, CA",0.004,10345
8507,"Cupertino city, CA",0.387,17610
8507,"Lexington Hills CDP, CA",0.019,41282
8507,"Los Altos city, CA",0.005,43280
8507,"Los Gatos town, CA",0.232,44112
8507,"Monte Sereno city, CA",0.025,48956
8507,"San Jose city, CA",0.042,68000
8507,"Santa Clara city, CA",0.016,69084
8507,"Saratoga city, CA",0.21,70280
8507,"Sunnyvale city, CA",0.011,77000
8507,Unincorporated_8507,0.05,99999
8508,"Campbell city, CA",0.288,10345
8508,"Los Gatos town, CA",0.015,44112
8508,"San Jose city, CA",0.694,68000
8508,"Saratoga city, CA",0.003,70280
8509,"Burbank CDP, CA",0.043,8968
8509,"Campbell city, CA",0.004,10345
8509,"Fruitdale CDP, CA",0.008,27080
8509,"San Jose city, CA",0.945,68000
8510,"Campbell city, CA",0.005,10345
8510,"San Jose city, CA",0.988,68000
8510,Unincorporated_8510,0.007,99999
8511,"Cambrian Park CDP, CA",0.031,10088
8511,"Campbell city, CA",0.029,10345
8511,"Los Gatos town, CA",0.003,44112
8511,"San Jose city, CA",0.937,68000
8511,Unincorporated_8511,0,99999
8512,"San Jose city, CA",0.98,68000
8512,Unincorporated_8512,0.02,99999
8513,"San Jose city, CA",0.993,68000
8513,Unincorporated_8513,0.007,99999
8514,"San Jose city, CA",1,68000
8701,"Amesti CDP, CA",0.02,1651
8701,"Aptos CDP, CA",0.014,2378
8701,"Aptos Hills-Larkin Valley CDP, CA",0.018,2382
8701,"Ben Lomond CDP, CA",0.051,5332
8701,"Bonny Doon CDP, CA",0.024,7470
8701,"Boulder Creek CDP, CA",0.048,7652
8701,"Brookdale CDP, CA",0.018,8478
8701,"Corralitos CDP, CA",0.017,16434
8701,"Davenport CDP, CA",0.003,18086
8701,"Day Valley CDP, CA",0.019,18153
8701,"Felton CDP, CA",0.037,23826
8701,"Freedom CDP, CA",0.016,25576
8701,"Interlaken CDP, CA",0.034,36613
8701,"Lompico CDP, CA",0.011,42510
8701,"Mount Hermon CDP, CA",0.01,49796
8701,"Paradise Park CDP, CA",0.006,55604
8701,"Pasatiempo CDP, CA",0.009,56028
8701,"Santa Cruz city, CA",0.026,69112
8701,"Scotts Valley city, CA",0.09,70588
8701,"Soquel CDP, CA",0.048,72688
8701,"Watsonville city, CA",0.276,83668
8701,"Zayante CDP, CA",0.007,87090
8701,Unincorporated_8701,0.198,99999
8702,"Aptos CDP, CA",0.037,2378
8702,"Capitola city, CA",0.104,11040
8702,"Day Valley CDP, CA",0.008,18153
8702,"La Selva Beach CDP, CA",0.026,40508
8702,"Live Oak CDP, CA",0.126,41922
8702,"Pleasure Point CDP, CA",0.058,53924
8702,"Pajaro Dunes CDP, CA",0.011,55048
8702,"Paradise Park CDP, CA",0.001,55604
8702,"Rio del Mar CDP, CA",0.092,60928
8702,"Santa Cruz city, CA",0.412,69112
8702,"Seacliff CDP, CA",0.036,70644
8702,"Soquel CDP, CA",0.031,72688
8702,"Twin Lakes CDP, CA",0.051,81050
8702,"Watsonville city, CA",0,83668
8702,Unincorporated_8702,0.008,99999
8900,"Anderson city, CA",0.054,2042
8900,"Bella Vista CDP, CA",0.014,4926
8900,"Big Bend CDP, CA",0.001,6475
8900,"Burney CDP, CA",0.019,9122
8900,"Cassel CDP, CA",0.002,11782
8900,"Cottonwood CDP, CA",0.017,16630
8900,"Fall River Mills CDP, CA",0.004,23532
8900,"French Gulch CDP, CA",0.002,26056
8900,"Hat Creek CDP, CA",0.003,32408
8900,"Keswick CDP, CA",0.003,38352
8900,"Lakehead CDP, CA",0.004,39514
8900,"McArthur CDP, CA",0.002,44700
8900,"Millville CDP, CA",0.004,47724
8900,"Montgomery Creek CDP, CA",0.001,48998
8900,"Mountain Gate CDP, CA",0.006,49558
8900,"Old Station CDP, CA",0.001,53602
8900,"Palo Cedro CDP, CA",0.007,55296
8900,"Redding city, CA",0.5,59920
8900,"Round Mountain CDP, CA",0.001,63134
8900,"Shasta CDP, CA",0.01,71218
8900,"Shasta Lake city, CA",0.054,71225
8900,"Shingletown CDP, CA",0.016,71568
8900,Unincorporated_8900,0.275,99999
9501,"Benicia city, CA",0.2,5290
9501,"Vallejo city, CA",0.778,81666
9501,Unincorporated_9501,0.022,99999
9502,"Fairfield city, CA",0.761,23182
9502,"Green Valley CDP, CA",0.015,31099
9502,"Suisun City city, CA",0.193,75630
9502,"Vacaville city, CA",0,81554
9502,"Vallejo city, CA",0.01,81666
9502,Unincorporated_9502,0.021,99999
9503,"Allendale CDP, CA",0.012,996
9503,"Dixon city, CA",0.13,19402
9503,"Elmira CDP, CA",0.002,22146
9503,"Hartley CDP, CA",0.02,32340
9503,"Rio Vista city, CA",0.082,60984
9503,"Vacaville city, CA",0.693,81554
9503,Unincorporated_9503,0.061,99999
9701,"Bloomfield CDP, CA",0.002,7036
9701,"Bodega CDP, CA",0.002,7246
9701,"Bodega Bay CDP, CA",0.012,7260
9701,"Boyes Hot Springs CDP, CA",0.029,7848
