FID,FID_Projec,Zone,FID_CA_Pla,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Area
416,3,12,783,06,22286,02583007,0622286,El Nido,El Nido CDP,57,U1,N,N,G4210,S,8525668,0,+37.1323764,-120.4985513,13438254.33
417,3,12,790,06,22524,02583010,0622524,Elverta,Elverta CDP,57,U1,N,N,G4210,S,22900219,0,+38.7184638,-121.4454754,37492457.01
418,3,12,792,06,22622,02408081,0622622,Empire,Empire CDP,57,U1,N,N,G4210,S,4139722,0,+37.6431096,-120.9042491,6613820.21
419,3,12,793,06,22846,02408089,0622846,Esparto,Esparto CDP,57,U1,N,N,G4210,S,11916630,0,+38.6934104,-122.0240467,19590557.22
420,3,12,798,06,23294,02408100,0623294,Fair Oaks,Fair Oaks CDP,57,U1,N,N,G4210,S,27960442,1165525,+38.6501649,-121.2509821,47825174.67
421,3,12,802,06,23630,02408117,0623630,Farmington,Farmington CDP,57,U1,N,N,G4210,S,6583893,0,+37.9298676,-121.0043672,10600010.46
422,3,12,806,06,23980,02583012,0623980,Fiddletown,Fiddletown CDP,57,U1,N,N,G4210,S,12006554,0,+38.5091155,-120.7605084,19638131.03
423,3,12,811,06,24498,02408219,0624498,Florin,Florin CDP,57,U1,N,N,G4210,S,22545947,0,+38.4832284,-121.4041902,36850236.03
424,3,12,814,06,24722,02408224,0624722,Foothill Farms,Foothill Farms CDP,57,U1,N,N,G4210,S,10875833,0,+38.6867461,-121.3474832,17876213.92
425,3,12,818,06,24897,02408228,0624897,Forest Meadows,Forest Meadows CDP,57,U1,N,N,G4210,S,14646879,0,+38.1663580,-120.4051994,22000255.64
426,3,12,825,06,25488,02583016,0625488,Franklin,Franklin CDP,57,U1,N,N,G4210,S,5226600,0,+37.3277175,-120.5321142,8280638.72
427,3,12,826,06,25506,02583017,0625506,Franklin,Franklin CDP,57,U1,N,N,G4210,S,5454314,0,+38.3675214,-121.4616290,8886528.08
428,3,12,829,06,25590,02583018,0625590,Freeport,Freeport CDP,57,U1,N,N,G4210,S,115054,0,+38.4627649,-121.5022159,187946.95
429,3,12,830,06,26028,02408261,0626028,French Camp,French Camp CDP,57,U1,N,N,G4210,S,8137686,2290,+37.8681355,-121.2714191,13087640.46
430,3,12,835,06,27130,02583020,0627130,Fruitridge Pocket,Fruitridge Pocket CDP,57,U2,N,N,G4210,S,1575227,0,+38.5326456,-121.4558121,2578139.69
431,3,12,840,06,28182,02408275,0628182,Garden Acres,Garden Acres CDP,57,U1,N,N,G4210,S,6693771,0,+37.9636972,-121.2296097,10786745.54
432,3,12,846,06,29350,02408289,0629350,Georgetown,Georgetown CDP,57,U1,N,N,G4210,S,39182270,10741,+38.9113533,-120.8346240,57153970.1
433,3,12,852,06,30345,02408305,0630345,Gold River,Gold River CDP,57,U1,N,N,G4210,S,6829771,218396,+38.6268536,-121.2491637,11565551.41
434,3,12,858,06,30693,02408318,0630693,Granite Bay,Granite Bay CDP,57,U1,N,N,G4210,S,55742510,113700,+38.7604413,-121.1681961,147569.92
435,3,12,862,06,30882,02408324,0630882,Grayson,Grayson CDP,57,U1,N,N,G4210,S,577471,0,+37.5649512,-121.1794634,920668.58
436,3,12,863,06,30900,02583028,0630900,Greeley Hill,Greeley Hill CDP,57,U1,N,N,G4210,S,54522590,119779,+37.7582810,-120.1302049,25783197.87
437,3,12,869,06,31099,02408330,0631099,Green Valley,Green Valley CDP,57,U1,N,N,G4210,S,21790411,3847,+38.2638396,-122.1624930,35379146.03
438,3,12,875,06,31372,02628856,0631372,Groveland,Groveland CDP,57,U1,N,N,G4210,S,24747629,15061,+37.8277457,-120.2438159,39763386.82
439,3,12,877,06,31540,02628737,0631540,Guinda,Guinda CDP,57,U1,N,N,G4210,S,7528766,0,+38.8274569,-122.1984933,12423253.45
440,3,12,885,06,32340,02583031,0632340,Hartley,Hartley CDP,57,U1,N,N,G4210,S,16772049,72212,+38.4203928,-121.9508422,27483473.25
441,3,12,890,06,33294,02583034,0633294,Herald,Herald CDP,57,U1,N,N,G4210,S,20406214,57778,+38.2884338,-121.2310342,33271695.68
442,3,12,892,06,33504,02408380,0633504,Hickman,Hickman CDP,57,U1,N,N,G4210,S,2012463,0,+37.6226181,-120.7532476,3213443.48
443,3,12,897,06,33861,02408391,0633861,Hilmar-Irwin,Hilmar-Irwin CDP,57,U2,N,N,G4210,S,10171003,0,+37.4045429,-120.8504261,16146977.19
444,3,12,905,06,34484,02583037,0634484,Hood,Hood CDP,57,U1,N,N,G4210,S,816263,0,+38.3692915,-121.5154880,1329961.08
445,3,12,909,06,34708,02628740,0634708,Hornitos,Hornitos CDP,57,U1,N,N,G4210,S,3019837,0,+37.5033872,-120.2419678,4806720.92
446,3,12,926,06,37106,02408437,0637106,Jamestown,Jamestown CDP,57,U1,N,N,G4210,S,7690070,5375,+37.9582289,-120.4070713,12398762.55
447,3,12,942,06,38065,02408471,0638065,Kennedy,Kennedy CDP,57,U1,N,N,G4210,S,3136450,0,+37.9290750,-121.2457896,5049550
448,3,12,950,06,38422,02408477,0638422,Keyes,Keyes CDP,57,U1,N,N,G4210,S,7326275,0,+37.5618532,-120.9089043,11679410.32
449,3,12,955,06,38772,02408496,0638772,Knightsen,Knightsen CDP,57,U1,N,N,G4210,S,21644827,232036,+37.9624258,-121.6485795,35253337.72
450,3,12,956,06,38800,02583047,0638800,Knights Landing,Knights Landing CDP,57,U1,N,N,G4210,S,1298202,0,+38.7979579,-121.7176261,2128041.35
451,3,12,970,06,39484,02627934,0639484,Lake Don Pedro,Lake Don Pedro CDP,57,U1,N,N,G4210,S,32521623,34081,+37.6449174,-120.3368432,52016603.89
452,3,12,990,06,40410,02408515,0640410,La Riviera,La Riviera CDP,57,U1,N,N,G4210,S,4790634,626437,+38.5681128,-121.3541400,8874727.16
453,3,12,1002,06,41040,02408590,0641040,Le Grand,Le Grand CDP,57,U1,N,N,G4210,S,2953202,0,+37.2288146,-120.2540024,4666673.52
454,3,12,1004,06,41142,02583055,0641142,Lemon Hill,Lemon Hill CDP,57,U1,N,N,G4210,S,4212817,0,+38.5172396,-121.4573517,6892096.51
455,3,12,1012,06,41558,02408612,0641558,Lincoln Village,Lincoln Village CDP,57,U1,N,N,G4210,S,1906126,0,+38.0054874,-121.3338007,3075111.83
456,3,12,1015,06,41670,02408614,0641670,Linden,Linden CDP,57,U1,N,N,G4210,S,19189037,134701,+38.0181401,-121.1015623,31185682.03
457,3,12,1023,06,42104,02408625,0642104,Lockeford,Lockeford CDP,57,U1,N,N,G4210,S,21603055,120020,+38.1491282,-121.1543094,35183925.06
458,3,12,1049,06,44760,02583067,0644760,McClellan Park,McClellan Park CDP,57,M2,N,N,G4210,S,10469610,0,+38.6628211,-121.4015973,17197129.33
459,3,12,1056,06,45006,02583069,0645006,McSwain,McSwain CDP,57,U1,N,N,G4210,S,15638695,0,+37.3145456,-120.5867407,24768281.79
460,3,12,1058,06,45064,02583070,0645064,Madison,Madison CDP,57,U1,N,N,G4210,S,4004365,0,+38.6749883,-121.9702536,6579743.95
461,3,12,1068,06,45932,02408181,0645932,Mariposa,Mariposa CDP,57,U1,N,N,G4210,S,7865454,19663,+37.4872883,-119.9683191,12545487.98
462,3,12,1070,06,46100,02583072,0646100,Martell,Martell CDP,57,U1,N,N,G4210,S,6049766,2501,+38.3620446,-120.8030769,9859259.99
463,3,12,1072,06,46226,02583073,0646226,Mather,Mather CDP,57,U2,N,N,G4210,S,25964732,64570,+38.5483621,-121.2838405,42620617.75
464,3,12,1091,06,47374,02583080,0647374,Midpines,Midpines CDP,57,U1,N,N,G4210,S,63514707,51043,+37.5491225,-119.9571634,87291739.01
465,3,12,1101,06,48298,02408846,0648298,Mi-Wuk Village,Mi-Wuk Village CDP,57,U1,N,N,G4210,S,7195653,14595,+38.0592705,-120.1780819,6174221.04
466,3,12,1104,06,48480,02408855,0648480,Mokelumne Hill,Mokelumne Hill CDP,57,U1,N,N,G4210,S,7974095,6904,+38.3083149,-120.7058760,12981190.71
467,3,12,1107,06,48641,02408856,0648641,Mono Vista,Mono Vista CDP,57,U1,N,N,G4210,S,7344700,7273,+38.0129506,-120.2696823,11863010.19
468,3,12,1112,06,48916,02628759,0648916,Monterey Park Tract,Monterey Park Tract CDP,57,U1,N,N,G4210,S,122388,0,+37.5268136,-121.0114871,194929.19
469,3,12,1115,06,49045,02583086,0649045,Monument Hills,Monument Hills CDP,57,U1,N,N,G4210,S,10432735,0,+38.6641407,-121.8755847,17137183.69
470,3,12,1116,06,49180,02408866,0649180,Morada,Morada CDP,57,U1,N,N,G4210,S,7721183,18744,+38.0386262,-121.2458916,12497893.62
471,3,12,1123,06,49582,02628761,0649582,Mountain House,Mountain House CDP,57,U1,N,N,G4210,S,8269154,0,+37.7740171,-121.5452634,13257568.16
472,3,12,1125,06,49628,02408882,0649628,Mountain Ranch,Mountain Ranch CDP,57,U1,N,N,G4210,S,106677226,145409,+38.2549459,-120.5129705,173488025.6
473,3,12,1126,06,49651,02408884,0649651,Mountain View,Mountain View CDP,57,U1,N,N,G4210,S,750549,0,+38.0092399,-122.1168550,1210966.44
474,3,12,1132,06,50034,02408892,0650034,Murphys,Murphys CDP,57,U1,N,N,G4210,S,26732452,6287,+38.1413054,-120.4340984,43300345.74
475,3,12,1147,06,51622,02583094,0651622,Norris Canyon,Norris Canyon CDP,57,U2,N,N,G4210,S,9162690,0,+37.7460418,-121.9887827,14405824.78
476,3,12,1148,06,51637,02408934,0651637,North Auburn,North Auburn CDP,57,U1,N,N,G4210,S,20229542,7171,+38.9306930,-121.0810812,440.83
477,3,12,1152,06,51890,02583095,0651890,North Gate,North Gate CDP,57,U1,N,N,G4210,S,1703716,0,+37.9061529,-121.9981843,2741212.32
478,3,12,1153,06,51924,02408941,0651924,North Highlands,North Highlands CDP,57,U1,N,N,G4210,S,22857938,0,+38.6713497,-121.3721702,37554788.52
479,3,12,1178,06,54092,02408995,0654092,Orangevale,Orangevale CDP,57,U1,N,N,G4210,S,29826155,339774,+38.6893591,-121.2230770,49583223.78
480,3,12,1183,06,54764,02409012,0654764,Pacheco,Pacheco CDP,57,U1,N,N,G4210,S,1919171,0,+37.9878378,-122.0699036,3094680.07
481,3,12,1193,06,55728,02628771,0655728,Parklawn,Parklawn CDP,57,U1,N,N,G4210,S,430424,0,+37.6069399,-120.9792655,687005.84
482,3,12,1195,06,55800,02583107,0655800,Parkway,Parkway CDP,57,U1,N,N,G4210,S,6262635,0,+38.4993969,-121.4518360,10240525.47
483,3,12,1208,06,56798,02583111,0656798,Peters,Peters CDP,57,U1,N,N,G4210,S,6545837,15743,+37.9757448,-121.0434290,10577440.83
484,3,12,1212,06,56870,02633170,0656870,Phoenix Lake,Phoenix Lake CDP,57,U1,N,N,G4210,S,28519400,334098,+38.0098305,-120.3080874,46551332
485,3,12,1217,06,57148,02583114,0657148,Pine Grove,Pine Grove CDP,57,U1,N,N,G4210,S,18041505,0,+38.4073805,-120.6605944,29426544.66
486,3,12,1220,06,57244,02583115,0657244,Pine Mountain Lake,Pine Mountain Lake CDP,57,U1,N,N,G4210,S,49137319,726370,+37.8595397,-120.1816624,62815749.48
487,3,12,1223,06,57330,02583116,0657330,Pioneer,Pioneer CDP,57,U1,N,N,G4210,S,11150538,0,+38.4354801,-120.5847648,7547274.28
488,3,12,1227,06,57582,02409081,0657582,Planada,Planada CDP,57,U1,N,N,G4210,S,4084709,0,+37.2892301,-120.3207044,6464954.22
489,3,12,1232,06,58030,02409086,0658030,Pollock Pines,Pollock Pines CDP,57,U1,N,N,G4210,S,20533413,83617,+38.7533964,-120.5978982,10948178.34
490,3,12,1235,06,58226,02409091,0658226,Port Costa,Port Costa CDP,57,U1,N,N,G4210,S,410058,0,+38.0445423,-122.1849439,662240.62
491,3,12,1247,06,59220,02409122,0659220,Rail Road Flat,Rail Road Flat CDP,57,U1,N,N,G4210,S,85485988,403185,+38.3128704,-120.4994345,139742162.3
492,3,12,1251,06,59426,02409134,0659426,Rancho Calaveras,Rancho Calaveras CDP,57,U1,N,N,G4210,S,21692747,77009,+38.1273495,-120.8530892,35234570.42
493,3,12,1252,06,59506,02409136,0659506,Rancho Murieta,Rancho Murieta CDP,57,U1,N,N,G4210,S,30787125,467881,+38.5007005,-121.0740205,51120384.15
494,3,12,1257,06,59896,02583119,0659896,Red Corral,Red Corral CDP,57,U1,N,N,G4210,S,15136995,0,+38.4116531,-120.6055191,17893307.36
495,3,12,1261,06,60279,02583120,0660279,Reliez Valley,Reliez Valley CDP,57,U2,N,N,G4210,S,6110699,0,+37.9398967,-122.1026972,9840837.89
496,3,12,1267,06,60942,02409175,0660942,Rio Linda,Rio Linda CDP,57,U1,N,N,G4210,S,25687898,0,+38.6875133,-121.4417154,42223202.7
497,3,12,1271,06,61106,02409187,0661106,Riverdale Park,Riverdale Park CDP,57,U1,N,N,G4210,S,3765433,89580,+37.6022232,-121.0394951,6152380.12
498,3,12,1272,06,61124,02586445,0661124,River Pines,River Pines CDP,57,U1,N,N,G4210,S,947248,0,+38.5454231,-120.7474689,1550896.37
499,3,12,1284,06,62910,02409213,0662910,Rosemont,Rosemont CDP,57,U1,N,N,G4210,S,11262070,0,+38.5477387,-121.3551287,18440070.49
500,3,12,1289,06,63168,02628786,0663168,Rouse,Rouse CDP,57,U2,N,N,G4210,S,617333,0,+37.6195133,-121.0083705,985664.62
501,3,12,1294,06,64210,02409237,0664210,Salida,Salida CDP,57,U1,N,N,G4210,S,13699992,74875,+37.7132692,-121.0854040,22049491.03
502,3,12,1299,06,64420,02409247,0664420,San Andreas,San Andreas CDP,57,U1,N,N,G4210,S,21700116,41137,+38.1762498,-120.6693472,35252010.81
503,3,12,1307,06,68263,02583126,0668263,San Miguel,San Miguel CDP,57,U2,N,N,G4210,S,2720208,0,+37.8866992,-122.0368328,4374421.24
504,3,12,1312,06,70028,02583129,0670028,Santa Nella,Santa Nella CDP,57,U2,N,N,G4210,S,11810820,0,+37.1014356,-121.0153656,18601281.64
505,3,12,1317,06,70266,02583130,0670266,Saranap,Saranap CDP,57,U1,N,N,G4210,S,2936983,0,+37.8878147,-122.0761374,4723160.64
506,3,12,1331,06,71362,02583136,0671362,Shell Ridge,Shell Ridge CDP,57,U2,N,N,G4210,S,1113511,0,+37.9059196,-122.0343938,1791585.43
507,3,12,1334,06,71554,02408727,0671554,Shingle Springs,Shingle Springs CDP,57,U1,N,N,G4210,S,21260024,74836,+38.6658555,-120.9362083,35047739.72
508,3,12,1339,06,71834,02583140,0671834,Sierra Village,Sierra Village CDP,57,U1,N,N,G4210,S,6539607,9750,+38.0756273,-120.1593364,2002805.28
509,3,12,1350,06,72408,02583146,0672408,Snelling,Snelling CDP,57,U1,N,N,G4210,S,1399517,0,+37.5216621,-120.4384990,2228715.79
510,3,12,1354,06,72772,02408758,0672772,Soulsbyville,Soulsbyville CDP,57,U1,N,N,G4210,S,7796445,15737,+37.9912891,-120.2627906,12598590.92
511,3,12,1355,06,72954,02408762,0672954,South Dos Palos,South Dos Palos CDP,57,U1,N,N,G4210,S,3974903,0,+36.9707253,-120.6467081,6216941.48
512,3,12,1374,06,74144,02583152,0674144,Stevinson,Stevinson CDP,57,U1,N,N,G4210,S,2927391,0,+37.3246643,-120.8496641,4637576.03
513,3,12,1391,06,77042,02410033,0677042,Sunol,Sunol CDP,57,U1,N,N,G4210,S,72092495,34319,+37.5859346,-121.8804556,86140084.95
514,3,12,1396,06,77595,02410048,0677595,Taft Mosswood,Taft Mosswood CDP,57,U2,N,N,G4210,S,1224243,33969,+37.9119543,-121.2821660,2024838.99
515,3,12,1409,06,78232,02628794,0678232,Terminous,Terminous CDP,57,U1,N,N,G4210,S,2531348,0,+38.1152563,-121.4895583,4095941.81
516,3,12,1414,06,78568,02628795,0678568,Thornton,Thornton CDP,57,U1,N,N,G4210,S,5524631,130915,+38.2296592,-121.4260627,9180087.59
517,3,12,1434,06,80763,02409362,0680763,Tuolumne City,Tuolumne City CDP,57,U1,N,N,G4210,S,6039943,77740,+37.9619441,-120.2422728,9857828.8
518,3,12,1436,06,80882,02583170,0680882,Tuttle,Tuttle CDP,57,U1,N,N,G4210,S,4555442,0,+37.2965078,-120.3788671,7211362.29
519,3,12,1437,06,80896,02583171,0680896,Tuttletown,Tuttletown CDP,57,U1,N,N,G4210,S,19037473,16981,+38.0062052,-120.4512592,30735961.64
520,3,12,1439,06,80966,02409370,0680966,Twain Harte,Twain Harte CDP,57,U1,N,N,G4210,S,9581042,49580,+38.0369433,-120.2339184,15550766.8
521,3,12,1441,06,81302,02628819,0681302,University of California-Davis,University of California-Davis CDP,57,U1,N,N,G4210,S,3788366,0,+38.5374032,-121.7576221,6201156.2
522,3,12,1442,06,81312,02583172,0681312,University of California-Merced,University of California-Merced CDP,57,U1,N,N,G4210,S,1689900,20798,+37.3640832,-120.4188311,2713083.32
523,3,12,1445,06,81652,02409394,0681652,Vallecito,Vallecito CDP,57,U1,N,N,G4210,S,22171596,11721,+38.0784018,-120.4434430,35854418.28
524,3,12,1450,06,81792,02583174,0681792,Valley Home,Valley Home CDP,57,U1,N,N,G4210,S,2977464,0,+37.8272405,-120.9143428,4780453.23
525,3,12,1452,06,81890,02409398,0681890,Valley Springs,Valley Springs CDP,57,U1,N,N,G4210,S,25569640,8903,+38.1809060,-120.8042528,41465447.27
526,3,12,1458,06,82562,02583176,0682562,Victor,Victor CDP,57,U1,N,N,G4210,S,3250926,0,+38.1384836,-121.1988389,5263622.63
527,3,12,1462,06,82842,02409517,0682842,Vine Hill,Vine Hill CDP,57,U1,N,N,G4210,S,3890425,0,+38.0071172,-122.0872982,6276624.04
528,3,12,1463,06,82852,02409518,0682852,Vineyard,Vineyard CDP,57,U1,N,N,G4210,S,44555797,0,+38.4744971,-121.3190285,72806537.59
529,3,12,1465,06,83094,02583178,0683094,Volcano,Volcano CDP,57,U1,N,N,G4210,S,3886870,0,+38.4455713,-120.6305349,6346314.73
530,3,12,1466,06,83108,02583179,0683108,Volta,Volta CDP,57,U1,N,N,G4210,S,11318388,165270,+37.0823527,-120.9144798,18079425.27
531,3,12,1468,06,83304,02409523,0683304,Wallace,Wallace CDP,57,U1,N,N,G4210,S,11239487,206274,+38.1997643,-120.9644118,18561965.22
532,3,12,1469,06,83374,02409526,0683374,Walnut Grove,Walnut Grove CDP,57,U1,N,N,G4210,S,26419421,1872201,+38.2505944,-121.5349734,45943824.82
533,3,12,1474,06,83626,02628798,0683626,Waterloo,Waterloo CDP,57,U1,N,N,G4210,S,14076384,0,+38.0364521,-121.1845547,22728235.11
534,3,12,1486,06,84480,02409574,0684480,Westley,Westley CDP,57,U1,N,N,G4210,S,935222,0,+37.5443922,-121.2034743,1490220.99
535,3,12,1488,06,84578,02409556,0684578,West Modesto,West Modesto CDP,57,U1,N,N,G4210,S,3696095,37069,+37.6175188,-121.0328278,5960299.83
536,3,12,1491,06,84732,02409563,0684732,West Point,West Point CDP,57,U1,N,N,G4210,S,9632239,0,+38.4042989,-120.5373385,15674982.36
537,3,12,1504,06,85880,02409604,0685880,Wilton,Wilton CDP,57,U1,N,N,G4210,S,75115872,0,+38.4129769,-121.2127181,122536322.6
538,3,12,1508,06,86076,02409616,0686076,Winton,Winton CDP,57,U1,N,N,G4210,S,7875862,0,+37.3854274,-120.6173643,12496992.16
539,3,12,1511,06,86230,02629783,0686230,Woodbridge,Woodbridge CDP,57,U1,N,N,G4210,S,7802965,276560,+38.1735564,-121.3122467,13092597.21
540,3,12,1518,06,86804,02583187,0686804,Yolo,Yolo CDP,57,U1,N,N,G4210,S,3573959,0,+38.7405092,-121.8093126,5883158.03
541,4,13,159,06,45022,02410906,0645022,Madera,Madera city,25,C1,Y,N,G4110,A,40893995,0,+36.9639834,-120.0802435,64174699.04
542,4,13,177,06,82954,02412160,0682954,Visalia,Visalia city,25,C1,Y,N,G4110,A,97057436,51434,+36.3272719,-119.3288620,149914829.4
543,4,13,200,06,13294,02409459,0613294,Chowchilla,Chowchilla city,25,C1,N,N,G4110,A,28843533,0,+37.1095034,-120.2349397,45436231.61
544,4,13,208,06,58240,02411470,0658240,Porterville,Porterville city,25,C1,Y,N,G4110,A,48156793,60581,+36.0635420,-119.0336003,73943382.55
545,4,13,209,06,80644,02412107,0680644,Tulare,Tulare city,25,C1,N,N,G4110,A,52770665,197822,+36.1993663,-119.3419206,81507190.11
546,4,13,221,06,67126,02411789,0667126,San Joaquin,San Joaquin city,25,C1,N,N,G4110,A,3101202,0,+36.6055688,-120.1899215,4821767.86
547,4,13,226,06,03302,02409764,0603302,Avenal,Avenal city,25,C1,N,N,G4110,A,50302325,0,+36.0311809,-120.1160228,77076148.77
548,4,13,235,06,41152,02410819,0641152,Lemoore,Lemoore city,25,C1,N,N,G4110,A,22057950,0,+36.2959537,-119.7982556,34025552.7
549,4,13,241,06,31960,02410696,0631960,Hanford,Hanford city,25,C1,Y,N,G4110,A,43521432,0,+36.3259567,-119.6538807,67185307.27
550,4,13,253,06,16224,02410227,0616224,Corcoran,Corcoran city,25,C1,Y,N,G4110,A,19436435,0,+36.0846861,-119.5611408,29821817
551,4,13,260,06,77574,02412026,0677574,Taft,Taft city,25,C1,N,N,G4110,A,39532547,0,+35.1266850,-119.4241719,59232973.9
552,4,13,273,06,14218,02409488,0614218,Clovis,Clovis city,25,C1,N,N,G4110,A,62693928,0,+36.8281886,-119.6849012,98038688.76
553,4,13,274,06,27000,02410546,0627000,Fresno,Fresno city,25,C1,Y,N,G4110,A,296267437,732167,+36.7836027,-119.7934453,463899760
554,4,13,297,06,19318,02410342,0619318,Dinuba,Dinuba city,25,C1,N,N,G4110,A,16756866,0,+36.5453531,-119.3988747,26013434.28
555,4,13,298,06,23126,02410472,0623126,Exeter,Exeter city,25,C1,N,N,G4110,A,6379247,0,+36.2940056,-119.1459278,9839830.82
556,4,13,299,06,23616,02410485,0623616,Farmersville,Farmersville city,25,C1,N,N,G4110,A,5849282,0,+36.3053520,-119.2081346,9024982.69
557,4,13,300,06,41712,02410839,0641712,Lindsay,Lindsay city,25,C1,N,N,G4110,A,7077625,0,+36.2082160,-119.0896803,10893309.04
558,4,13,351,06,14274,02409495,0614274,Coalinga,Coalinga city,25,C1,N,N,G4110,A,17270777,79727,+36.1330557,-120.3390286,26660679.94
559,4,13,352,06,24134,02410507,0624134,Firebaugh,Firebaugh city,25,C1,N,N,G4110,A,9109033,143103,+36.8534960,-120.4535653,14477625.99
560,4,13,353,06,25436,02410538,0625436,Fowler,Fowler city,25,C1,N,N,G4110,A,6517392,0,+36.6245476,-119.6738678,10138228.08
561,4,13,354,06,38562,02411548,0638562,Kingsburg,Kingsburg city,25,C1,N,N,G4110,A,9186605,0,+36.5252005,-119.5675710,14253563.21
562,4,13,359,06,46828,02411078,0646828,Mendota,Mendota city,25,C1,N,N,G4110,A,8535727,8333,+36.7559904,-120.3782366,13335795.45
563,4,13,360,06,54008,02411327,0654008,Orange Cove,Orange Cove city,25,C1,N,N,G4110,A,4640750,0,+36.6211449,-119.3187499,7218349.52
564,4,13,361,06,55856,02411376,0655856,Parlier,Parlier city,25,C1,N,N,G4110,A,6001293,0,+36.6081599,-119.5438057,9331475.32
565,4,13,362,06,60242,02410920,0660242,Reedley,Reedley city,25,C1,N,N,G4110,A,14022580,185397,+36.5993741,-119.4477810,22086860.79
566,4,13,363,06,67056,02411811,0667056,Sanger,Sanger city,25,C1,N,N,G4110,A,14931844,0,+36.6989453,-119.5574669,23272011.74
567,4,13,364,06,70882,02411863,0670882,Selma,Selma city,25,C1,N,N,G4110,A,13307176,0,+36.5743083,-119.6155826,20673479.97
568,4,13,395,06,03526,02409774,0603526,Bakersfield,Bakersfield city,25,C1,Y,N,G4110,A,385366784,3809676,+35.3212129,-119.0182915,586243836.7
569,4,13,399,06,02924,02409738,0602924,Arvin,Arvin city,25,C1,N,N,G4110,A,12482061,0,+35.1943611,-118.8305687,18733236.61
570,4,13,407,06,36084,02410081,0636084,Huron,Huron city,25,C1,N,N,G4110,A,4120750,0,+36.2039785,-120.0961776,6341675.42
571,4,13,424,06,18394,02410317,0618394,Delano,Delano city,25,C1,N,N,G4110,A,37044413,135325,+35.7631833,-119.2635598,56593276.91
572,4,13,425,06,44826,02411062,0644826,McFarland,McFarland city,25,C1,N,N,G4110,A,6910220,0,+35.6705643,-119.2327288,10495226.57
573,4,13,426,06,45736,02411033,0645736,Maricopa,Maricopa city,25,C1,N,N,G4110,A,3889606,0,+35.0581843,-119.3994953,5817334.44
574,4,13,440,06,71106,02411873,0671106,Shafter,Shafter city,25,C1,N,N,G4110,A,72376203,0,+35.4780002,-119.1991905,109381158.3
575,4,13,441,06,83542,02412185,0683542,Wasco,Wasco city,25,C1,N,N,G4110,A,24412918,0,+35.5937751,-119.3673064,37000618.91
576,4,13,456,06,38226,02411536,0638226,Kerman,Kerman city,25,C1,N,N,G4110,A,8462059,0,+36.7248573,-120.0624290,13197360.01
577,4,13,477,06,86300,02412299,0686300,Woodlake,Woodlake city,25,C1,N,N,G4110,A,5980964,1393395,+36.4128251,-119.0995300,11409112.17
578,4,13,488,06,00478,02628702,0600478,Ahwahnee,Ahwahnee CDP,57,U1,N,N,G4210,S,25961479,0,+37.3652240,-119.7193002,40623615.26
579,4,13,496,06,01010,02585402,0601010,Allensworth,Allensworth CDP,57,U1,N,N,G4210,S,8035084,0,+35.8498779,-119.3892090,12255946.42
580,4,13,499,06,01164,02407725,0601164,Alpaugh,Alpaugh CDP,57,U1,N,N,G4210,S,2603083,0,+35.8876499,-119.4873215,3974245.71
581,4,13,516,06,02700,02407762,0602700,Armona,Armona CDP,57,U1,N,N,G4210,S,4931942,0,+36.3178406,-119.7053791,7612000.39
582,4,13,522,06,03190,02407779,0603190,Auberry,Auberry CDP,57,U1,N,N,G4210,S,49587112,144285,+37.0807097,-119.4964328,55325805.16
583,4,13,532,06,04198,02628709,0604198,Bass Lake,Bass Lake CDP,57,U1,N,N,G4210,S,4988304,1467706,+37.3272815,-119.5653260,743.64
584,4,13,540,06,04734,02407815,0604734,Bear Valley Springs,Bear Valley Springs CDP,57,U1,N,N,G4210,S,107445360,169947,+35.1793999,-118.6259708,7064470.42
585,4,13,560,06,06728,02407849,0606728,Biola,Biola CDP,57,U1,N,N,G4210,S,1675802,0,+36.7999379,-120.0210375,2618644.06
586,4,13,573,06,07379,02407879,0607379,Bonadelle Ranchos-Madera Ranchos,Bonadelle Ranchos-Madera Ranchos CDP,57,U2,N,N,G4210,S,30142080,0,+36.9845353,-119.8747648,47296326.23
587,4,13,585,06,07750,02407895,0607750,Bowles,Bowles CDP,57,U1,N,N,G4210,S,985992,0,+36.6088734,-119.7525639,1533155.69
588,4,13,603,06,09332,02407932,0609332,Buttonwillow,Buttonwillow CDP,57,U1,N,N,G4210,S,17941130,0,+35.4092286,-119.4406682,27068280.76
589,4,13,612,06,10032,02582958,0610032,Calwa,Calwa CDP,57,U1,N,N,G4210,S,1617187,0,+36.7137302,-119.7612390,2521431.54
590,4,13,626,06,10816,02407954,0610816,Cantua Creek,Cantua Creek CDP,57,U1,N,N,G4210,S,9832915,0,+36.5000453,-120.3163615,15246945.12
591,4,13,635,06,11614,02407976,0611614,Caruthers,Caruthers CDP,57,U1,N,N,G4210,S,5238364,0,+36.5399071,-119.8450271,8130919.47
592,4,13,651,06,12412,02582972,0612412,Centerville,Centerville CDP,57,U1,N,N,G4210,S,21077050,0,+36.7361595,-119.4959808,32881090.98
593,4,13,657,06,12860,02629760,0612860,Cherokee Strip,Cherokee Strip CDP,57,U1,N,N,G4210,S,234735,0,+35.4695666,-119.2615255,354677.97
