FID,FID_Projec,Zone,FID_CA_Pla,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Area
1501,12,6,318,06,69070,02411815,0669070,Santa Barbara,Santa Barbara city,25,C1,Y,N,G4110,A,50478061,58275323,+34.4006009,-119.7129545,74878917.49
1502,12,6,322,06,22412,02410417,0622412,El Segundo,El Segundo city,25,C1,N,N,G4110,A,14149156,4084,+33.9171449,-118.4015540,20570649.5
1503,12,6,324,06,33364,02410749,0633364,Hermosa Beach,Hermosa Beach city,25,C1,N,N,G4110,A,3694749,0,+33.8652682,-118.3962966,5372440.32
1504,12,6,328,06,51182,02411250,0651182,Newport Beach,Newport Beach city,25,C1,Y,N,G4110,A,61590553,75554228,+33.5971325,-117.8902630,89766173.01
1505,12,6,329,06,70000,02411825,0670000,Santa Monica,Santa Monica city,25,C1,Y,N,G4110,A,21795228,3025,+34.0234128,-118.4816663,31800932.28
1506,12,6,342,06,42468,02410859,0642468,Lomita,Lomita city,25,C1,N,N,G4110,A,4949673,0,+33.7933091,-118.3174455,7185215.41
1507,12,6,343,06,45400,02411020,0645400,Manhattan Beach,Manhattan Beach city,25,C1,N,N,G4110,A,10197388,10360,+33.8896319,-118.3973699,14836986.52
1508,12,6,369,06,16532,02410239,0616532,Costa Mesa,Costa Mesa city,25,C1,Y,N,G4110,A,40723584,211253,+33.6659055,-117.9123358,58711937.5
1509,12,6,372,06,29000,02410568,0629000,Garden Grove,Garden Grove city,25,C1,N,N,G4110,A,46508935,45894,+33.7787816,-117.9604719,9736350.04
1510,12,6,373,06,39248,02411597,0639248,Laguna Niguel,Laguna Niguel city,25,C1,N,N,G4110,A,38178711,133550,+33.5288675,-117.7011753,55276737.54
1511,12,6,376,06,68028,02411793,0668028,San Juan Capistrano,San Juan Capistrano city,25,C1,N,N,G4110,A,36867985,506820,+33.5005811,-117.6544330,52729403.41
1512,12,6,377,06,69000,02411814,0669000,Santa Ana,Santa Ana city,25,C1,Y,N,G4110,A,70306781,638460,+33.7363320,-117.8829516,9930185.3
1513,12,6,378,06,84550,02412236,0684550,Westminster,Westminster city,25,C1,N,N,G4110,A,26008638,0,+33.7522888,-117.9938733,37625252.6
1514,12,6,436,06,11530,02409399,0611530,Carson,Carson city,25,C1,Y,N,G4110,A,48492004,631332,+33.8403670,-118.2495736,34491628.87
1515,12,6,498,06,01150,02407724,0601150,Alondra Park,Alondra Park CDP,57,U1,N,N,G4210,S,2866013,93820,+33.8905082,-118.3354782,24694.94
1516,12,6,654,06,12669,02408010,0612669,Channel Islands Beach,Channel Islands Beach CDP,57,U1,N,N,G4210,S,1045900,17590,+34.1610926,-119.2252768,1424527.59
1517,12,6,717,06,18352,02408648,0618352,Del Aire,Del Aire CDP,57,U1,N,N,G4210,S,2625867,0,+33.9167121,-118.3692906,2189391.11
1518,12,6,786,06,22370,02408061,0622370,El Rio,El Rio CDP,57,U1,N,N,G4210,S,5241815,0,+34.2452858,-119.1568343,7690001
1519,12,6,923,06,36868,02408433,0636868,Isla Vista,Isla Vista CDP,57,U1,N,N,G4210,S,4791212,193600,+34.4141160,-119.8578739,6880963.36
1520,12,6,959,06,39108,02408521,0639108,Ladera Heights,Ladera Heights CDP,57,U1,N,N,G4210,S,7680651,276,+33.9963134,-118.3757966,82898.69
1521,12,6,982,06,39735,02585428,0639735,Lake Sherwood,Lake Sherwood CDP,57,U1,N,N,G4210,S,8186749,485607,+34.1324155,-118.8850395,3023.08
1522,12,6,1006,06,41180,02408600,0641180,Lennox,Lennox CDP,57,U1,N,N,G4210,S,2831657,0,+33.9380636,-118.3585422,551328.04
1523,12,6,1066,06,45806,02408179,0645806,Marina del Rey,Marina del Rey CDP,57,U1,N,N,G4210,S,2226381,1541368,+33.9764635,-118.4552672,3395571.63
1524,12,6,1092,06,47430,02583081,0647430,Midway City,Midway City CDP,57,U1,N,N,G4210,S,1570245,0,+33.7451442,-117.9848055,2276910.05
1525,12,6,1099,06,48147,02408843,0648147,Mission Canyon,Mission Canyon CDP,57,U1,N,N,G4210,S,3929203,77753,+34.4527127,-119.7137501,5819703.96
1526,12,6,1111,06,48844,02408861,0648844,Montecito,Montecito CDP,57,U1,N,N,G4210,S,24206919,264321,+34.4382292,-119.6284211,35646380.9
1527,12,6,1285,06,63050,02409214,0663050,Rossmoor,Rossmoor CDP,57,U1,N,N,G4210,S,3997094,0,+33.7886236,-118.0803625,682806.9
1528,12,6,1313,06,70130,02585444,0670130,Santa Rosa Valley,Santa Rosa Valley CDP,57,U1,N,N,G4210,S,17928630,0,+34.2453087,-118.9023878,2173545.79
1529,12,6,1318,06,70322,02585446,0670322,Saticoy,Saticoy CDP,57,U1,N,N,G4210,S,962416,0,+34.2819501,-119.1452441,985655.17
1530,12,6,1387,06,75714,02410016,0675714,Summerland,Summerland CDP,57,U1,N,N,G4210,S,5135029,16969,+34.4284117,-119.5930750,7586213.7
1531,12,6,1424,06,78960,02583164,0678960,Topanga,Topanga CDP,57,U1,N,N,G4210,S,49543389,19537,+34.0967768,-118.6060209,58219591.59
1532,12,6,1426,06,79529,02409337,0679529,Toro Canyon,Toro Canyon CDP,57,U1,N,N,G4210,S,9266170,9059,+34.4230040,-119.5607287,13661465.2
1533,12,6,1483,06,84144,02409546,0684144,West Carson,West Carson CDP,57,U1,N,N,G4210,S,5868540,33313,+33.8231392,-118.2936849,8573316.25
1534,13,7,256,06,11194,02409984,0611194,Carlsbad,Carlsbad city,25,C1,Y,N,G4110,A,97713477,3595655,+33.1239089,-117.2828350,144811289.1
1535,13,7,257,06,50398,02411216,0650398,National City,National City city,25,C1,N,N,G4110,A,18853103,4761839,+32.6658617,-117.0973610,26914643.04
1536,13,7,258,06,70224,02411830,0670224,Santee,Santee city,25,C1,N,N,G4110,A,42058355,758838,+32.8549903,-116.9860556,1203139.35
1537,13,7,265,06,72506,02411923,0672506,Solana Beach,Solana Beach city,25,C1,N,N,G4110,A,9115484,270081,+32.9914992,-117.2581337,13030564.28
1538,13,7,305,06,18506,02410314,0618506,Del Mar,Del Mar city,25,C1,N,N,G4110,A,4420546,181216,+32.9628522,-117.2624379,6442307.97
1539,13,7,421,06,16378,02410233,0616378,Coronado,Coronado city,25,C1,N,N,G4110,A,20541298,64062166,+32.6572021,-117.1561371,28441050.91
1540,13,7,423,06,36294,02410098,0636294,Imperial Beach,Imperial Beach city,25,C1,N,N,G4110,A,10777758,838120,+32.5653537,-117.1145672,16373704.56
1541,13,7,437,06,41124,02410818,0641124,Lemon Grove,Lemon Grove city,25,C1,N,N,G4110,A,10045431,0,+32.7330714,-117.0344138,14235954.74
1542,13,7,438,06,13392,02409461,0613392,Chula Vista,Chula Vista city,25,C1,N,N,G4110,A,128544440,6380135,+32.6276701,-117.0151696,151535042.2
1543,13,7,439,06,66000,02411782,0666000,San Diego,San Diego city,25,C1,Y,N,G4110,A,842252395,122244773,+32.8152995,-117.1349930,876697283.9
1544,13,7,458,06,21712,02410406,0621712,El Cajon,El Cajon city,25,C1,N,N,G4110,A,37516310,0,+32.8016713,-116.9603972,1027947.82
1545,13,7,459,06,22678,02410440,0622678,Encinitas,Encinitas city,25,C1,N,N,G4110,A,48722319,3050086,+33.0506323,-117.2636163,71875967.73
1546,13,7,460,06,40004,02411576,0640004,La Mesa,La Mesa city,25,C1,N,N,G4110,A,23552227,28934,+32.7694947,-117.0219232,31964675.47
1547,13,7,461,06,53322,02411301,0653322,Oceanside,Oceanside city,25,C1,N,N,G4110,A,106841893,2392242,+33.2245045,-117.3062398,151166199.5
1548,13,7,463,06,68196,02411797,0668196,San Marcos,San Marcos city,25,C1,N,N,G4110,A,63105425,52493,+33.1338931,-117.1693670,6610902.52
1549,13,7,469,06,82996,02412161,0682996,Vista,Vista city,25,C1,N,N,G4110,A,48380231,0,+33.1895407,-117.2386078,66045221.66
1550,13,7,574,06,07414,02407882,0607414,Bonita,Bonita CDP,57,U1,N,N,G4210,S,12993123,359832,+32.6732170,-117.0061014,18894725.47
1551,13,7,576,06,07498,02407884,0607498,Bonsall,Bonsall CDP,57,U1,N,N,G4210,S,34697325,449911,+33.2748761,-117.1918628,34454.11
1552,13,7,622,06,10559,02407946,0610559,Camp Pendleton North,Camp Pendleton North CDP,57,M2,N,N,G4210,S,22931568,525021,+33.3194069,-117.3194177,33679268.16
1553,13,7,623,06,10561,02407947,0610561,Camp Pendleton South,Camp Pendleton South CDP,57,M2,N,N,G4210,S,10135419,254481,+33.2284125,-117.3808637,14599490
1554,13,7,637,06,11691,02407979,0611691,Casa de Oro-Mount Helix,Casa de Oro-Mount Helix CDP,57,U2,N,N,G4210,S,17741462,0,+32.7639604,-116.9688078,4346637.21
1555,13,7,795,06,23150,02408101,0623150,Fairbanks Ranch,Fairbanks Ranch CDP,57,U1,N,N,G4210,S,13194536,12376,+32.9915955,-117.1866110,18824793.79
1556,13,7,800,06,23462,02408113,0623462,Fallbrook,Fallbrook CDP,57,U1,N,N,G4210,S,45339289,84676,+33.3747015,-117.2217238,2203073.14
1557,13,7,981,06,39724,02408550,0639724,Lake San Marcos,Lake San Marcos CDP,57,U1,N,N,G4210,S,4456543,222831,+33.1223616,-117.2085756,1728773.57
1558,13,7,989,06,40326,02408510,0640326,La Presa,La Presa CDP,57,U1,N,N,G4210,S,14237023,1351430,+32.7123147,-117.0037099,5336263.1
1559,13,7,1254,06,59584,02409138,0659584,Rancho Santa Fe,Rancho Santa Fe CDP,57,U1,N,N,G4210,S,17392114,188500,+33.0258140,-117.1981480,25053043.18
1560,13,7,1366,06,73696,02408796,0673696,Spring Valley,Spring Valley CDP,57,U1,N,N,G4210,S,18556229,541187,+32.7299478,-116.9764015,3288573.27
1561,14,8,5,06,32548,02410720,0632548,Hawthorne,Hawthorne city,25,C1,N,N,G4110,A,15750339,28946,+33.9147753,-118.3480828,19907032.03
1562,14,8,6,06,36546,02410106,0636546,Inglewood,Inglewood city,25,C1,N,N,G4110,A,23485845,63502,+33.9560678,-118.3442743,31570713.65
1563,14,8,8,06,40032,02411577,0640032,La Mirada,La Mirada city,25,C1,N,N,G4110,A,20259097,44465,+33.9020453,-118.0089608,1333787.6
1564,14,8,13,06,69154,02411823,0669154,Santa Fe Springs,Santa Fe Springs city,25,C1,N,N,G4110,A,22981399,101260,+33.9335648,-118.0626113,2592008.9
1565,14,8,14,06,82422,02412150,0682422,Vernon,Vernon city,25,C1,N,N,G4110,A,12880357,476376,+34.0011230,-118.2108689,19483543.54
1566,14,8,23,06,44574,02410901,0644574,Lynwood,Lynwood city,25,C1,N,N,G4110,A,12535643,0,+33.9239617,-118.2016475,18252657.3
1567,14,8,44,06,44000,02410877,0644000,Los Angeles,Los Angeles city,25,C1,Y,N,G4110,A,1214027148,88124562,+34.0193936,-118.4108248,171852705.9
1568,14,8,45,06,55618,02411369,0655618,Paramount,Paramount city,25,C1,N,N,G4110,A,12248385,286383,+33.8988835,-118.1666294,18240187.99
1569,14,8,95,06,40886,02411637,0640886,Lawndale,Lawndale city,25,C1,N,N,G4110,A,5113040,0,+33.8884221,-118.3531377,4254862.46
1570,14,8,101,06,16350,02410232,0616350,Corona,Corona city,25,C1,Y,N,G4110,A,102233537,211897,+33.8619689,-117.5654945,9473.71
1571,14,8,109,06,39304,02411572,0639304,La Habra Heights,La Habra Heights city,25,C1,N,N,G4110,A,15952989,4740,+33.9589591,-117.9489729,19890.24
1572,14,8,134,06,43000,02410866,0643000,Long Beach,Long Beach city,25,C1,Y,N,G4110,A,130317967,3004950,+33.8091789,-118.1552902,85849087.5
1573,14,8,135,06,71876,02411899,0671876,Signal Hill,Signal Hill city,25,C1,N,N,G4110,A,5636872,4445,+33.8034309,-118.1697698,481269.16
1574,14,8,142,06,28168,02410570,0628168,Gardena,Gardena city,25,C1,Y,N,G4110,A,15097442,93629,+33.8944169,-118.3075220,22103910.88
1575,14,8,143,06,39892,02411613,0639892,Lakewood,Lakewood city,25,C1,N,N,G4110,A,24394508,133056,+33.8471353,-118.1218940,35649870.59
1576,14,8,144,06,15044,02410213,0615044,Compton,Compton city,25,C1,N,N,G4110,A,25973637,227893,+33.8940467,-118.2274687,38123543.14
1577,14,8,146,06,52526,02411281,0652526,Norwalk,Norwalk city,25,C1,N,N,G4110,A,25145023,101802,+33.9076003,-118.0834525,27537655.37
1578,14,8,147,06,19766,02410352,0619766,Downey,Downey city,25,C1,N,N,G4110,A,32136795,414376,+33.9382375,-118.1308561,44275248.14
1579,14,8,148,06,85292,02412260,0685292,Whittier,Whittier city,25,C1,N,N,G4110,A,37940391,40476,+33.9668274,-118.0201222,4332.24
1580,14,8,150,06,04870,02409816,0604870,Bell,Bell city,25,C1,N,N,G4110,A,6476269,307164,+33.9797042,-118.1792494,9889995.79
1581,14,8,151,06,36056,02410079,0636056,Huntington Park,Huntington Park city,25,C1,N,N,G4110,A,7802459,8354,+33.9792475,-118.2174380,11387875.88
1582,14,8,152,06,73080,02411935,0673080,South Gate,South Gate city,25,C1,N,N,G4110,A,18741686,302705,+33.9441585,-118.1927614,27743192.73
1583,14,8,153,06,17568,02410276,0617568,Culver City,Culver City city,25,C1,N,N,G4110,A,13237047,72214,+34.0058204,-118.3967807,15172656.58
1584,14,8,175,06,60018,02411535,0660018,Redondo Beach,Redondo Beach city,25,C1,N,N,G4110,A,16053735,26297,+33.8568174,-118.3771371,41773.98
1585,14,8,176,06,80000,02412087,0680000,Torrance,Torrance city,25,C1,Y,N,G4110,A,53038407,194217,+33.8349663,-118.3414307,7664315.92
1586,14,8,187,06,08100,02409897,0608100,Brea,Brea city,25,C1,N,N,G4110,A,31579486,78564,+33.9317280,-117.8549423,45946262.19
1587,14,8,188,06,36770,02410116,0636770,Irvine,Irvine city,25,C1,Y,N,G4110,A,169856564,885912,+33.6783986,-117.7712541,217700281.4
1588,14,8,189,06,39290,02411571,0639290,La Habra,La Habra city,25,C1,N,N,G4110,A,19046431,15869,+33.9279270,-117.9515540,27757057.45
1589,14,8,190,06,73962,02411969,0673962,Stanton,Stanton city,25,C1,N,N,G4110,A,8022010,0,+33.8002548,-117.9934483,11626297.74
1590,14,8,222,06,40256,02411578,0640256,La Palma,La Palma city,25,C1,N,N,G4110,A,4619069,61057,+33.8506159,-118.0395647,6802922.43
1591,14,8,223,06,43224,02410875,0643224,Los Alamitos,Los Alamitos city,25,C1,N,N,G4110,A,10416218,170201,+33.7968831,-118.0610390,15327817.58
1592,14,8,224,06,48256,02411123,0648256,Mission Viejo,Mission Viejo city,25,C1,N,N,G4110,A,45837210,968033,+33.6093352,-117.6564710,63158288.91
1593,14,8,225,06,59587,02411517,0659587,Rancho Santa Margarita,Rancho Santa Margarita city,25,C1,N,N,G4110,A,33399063,114952,+33.6323536,-117.5990075,48469740.19
1594,14,8,227,06,65084,02411781,0665084,San Clemente,San Clemente city,25,C1,N,N,G4110,A,47542284,1965336,+33.4491445,-117.6131194,7206091.76
1595,14,8,228,06,70686,02411851,0670686,Seal Beach,Seal Beach city,25,C1,N,N,G4110,A,29221344,4360126,+33.7519180,-118.0732505,3040635.18
1596,14,8,229,06,82744,02412158,0682744,Villa Park,Villa Park city,25,C1,N,N,G4110,A,5383847,0,+33.8180671,-117.8102948,7819973.76
1597,14,8,230,06,00947,02409683,0600947,Aliso Viejo,Aliso Viejo city,25,C1,N,N,G4110,A,17921214,0,+33.5792186,-117.7289150,1370688.43
1598,14,8,232,06,80854,02412117,0680854,Tustin,Tustin city,25,C1,Y,N,G4110,A,28777001,0,+33.7309083,-117.8106005,41714063.5
1599,14,8,233,06,08786,02409932,0608786,Buena Park,Buena Park city,25,C1,N,N,G4110,A,27246148,65361,+33.8573527,-118.0073733,39687249.19
1600,14,8,236,06,25380,02410537,0625380,Fountain Valley,Fountain Valley city,25,C1,Y,N,G4110,A,23497244,33638,+33.7105823,-117.9511290,985618.3
1601,14,8,237,06,39178,02411595,0639178,Laguna Beach,Laguna Beach city,25,C1,N,N,G4110,A,23035297,2507535,+33.5428910,-117.7624901,1185538.49
1602,14,8,238,06,39220,02411596,0639220,Laguna Hills,Laguna Hills city,25,C1,N,N,G4110,A,17103340,63580,+33.5915227,-117.6994074,7029024.3
1603,14,8,239,06,39259,02411598,0639259,Laguna Woods,Laguna Woods city,25,C1,N,N,G4110,A,8663340,2375,+33.6129246,-117.7314430,10979586.98
1604,14,8,240,06,39496,02411602,0639496,Lake Forest,Lake Forest city,25,C1,N,N,G4110,A,43081766,198785,+33.6549461,-117.6758479,62636234.24
1605,14,8,303,06,02896,02409735,0602896,Artesia,Artesia city,25,C1,N,N,G4110,A,4197447,0,+33.8675926,-118.0806353,6103733.1
1606,14,8,309,06,04982,02409822,0604982,Bellflower,Bellflower city,25,C1,N,N,G4110,A,15845460,138188,+33.8878214,-118.1272504,23253735.31
1607,14,8,310,06,04996,02409817,0604996,Bell Gardens,Bell Gardens city,25,C1,N,N,G4110,A,6367654,11524,+33.9643785,-118.1544369,9297617.87
1608,14,8,312,06,14974,02410209,0614974,Commerce,Commerce city,25,C1,N,N,G4110,A,16933484,2782,+33.9945234,-118.1499518,14392836.98
1609,14,8,313,06,17498,02410272,0617498,Cudahy,Cudahy city,25,C1,N,N,G4110,A,3043278,131925,+33.9640029,-118.1825614,4627497.86
1610,14,8,323,06,32506,02410716,0632506,Hawaiian Gardens,Hawaiian Gardens city,25,C1,N,N,G4110,A,2455497,30330,+33.8304821,-118.0734509,3611651.83
1611,14,8,328,06,51182,02411250,0651182,Newport Beach,Newport Beach city,25,C1,Y,N,G4110,A,61590553,75554228,+33.5971325,-117.8902630,561281.8
1612,14,8,340,06,12552,02409431,0612552,Cerritos,Cerritos city,25,C1,N,N,G4110,A,22589735,338948,+33.8677431,-118.0694719,33341969.4
1613,14,8,344,06,46492,02411054,0646492,Maywood,Maywood city,25,C1,N,N,G4110,A,3052099,0,+33.9885051,-118.1876662,4450722.05
1614,14,8,368,06,02000,02409704,0602000,Anaheim,Anaheim city,25,C1,Y,N,G4110,A,129438076,2457142,+33.8554971,-117.7600707,191668862
1615,14,8,369,06,16532,02410239,0616532,Costa Mesa,Costa Mesa city,25,C1,Y,N,G4110,A,40723584,211253,+33.6659055,-117.9123358,537760.02
1616,14,8,370,06,17750,02410282,0617750,Cypress,Cypress city,25,C1,N,N,G4110,A,17132610,21849,+33.8184768,-118.0383074,24916045.45
1617,14,8,371,06,28000,02410556,0628000,Fullerton,Fullerton city,25,C1,N,N,G4110,A,58100816,28063,+33.8857144,-117.9280246,84556389.63
1618,14,8,372,06,29000,02410568,0629000,Garden Grove,Garden Grove city,25,C1,N,N,G4110,A,46508935,45894,+33.7787816,-117.9604719,57822290.41
1619,14,8,374,06,53980,02411325,0653980,Orange,Orange city,25,C1,Y,N,G4110,A,65677897,1134748,+33.7869711,-117.8612654,97012372.56
1620,14,8,375,06,57526,02411432,0657526,Placentia,Placentia city,25,C1,N,N,G4110,A,17129354,37381,+33.8811581,-117.8547827,24970695.02
1621,14,8,376,06,68028,02411793,0668028,San Juan Capistrano,San Juan Capistrano city,25,C1,N,N,G4110,A,36867985,506820,+33.5005811,-117.6544330,1161901.75
1622,14,8,377,06,69000,02411814,0669000,Santa Ana,Santa Ana city,25,C1,Y,N,G4110,A,70306781,638460,+33.7363320,-117.8829516,92922822.87
1623,14,8,378,06,84550,02412236,0684550,Westminster,Westminster city,25,C1,N,N,G4110,A,26008638,0,+33.7522888,-117.9938733,94470.83
1624,14,8,379,06,86832,02412321,0686832,Yorba Linda,Yorba Linda city,25,C1,N,N,G4110,A,50008147,1435912,+33.8869705,-117.7725900,74773799.82
1625,14,8,392,06,13214,02409454,0613214,Chino Hills,Chino Hills city,25,C1,N,N,G4110,A,115720105,123913,+33.9429693,-117.7256483,293366.78
1626,14,8,436,06,11530,02409399,0611530,Carson,Carson city,25,C1,Y,N,G4110,A,48492004,631332,+33.8403670,-118.2495736,36891321.8
1627,14,8,498,06,01150,02407724,0601150,Alondra Park,Alondra Park CDP,57,U1,N,N,G4210,S,2866013,93820,+33.8905082,-118.3354782,4281445.21
1628,14,8,692,06,16580,02407666,0616580,Coto de Caza,Coto de Caza CDP,57,U1,N,N,G4210,S,19998147,60610,+33.5970366,-117.5864845,28986216.42
1629,14,8,717,06,18352,02408648,0618352,Del Aire,Del Aire CDP,57,U1,N,N,G4210,S,2625867,0,+33.9167121,-118.3692906,1633393.79
1630,14,8,756,06,20802,02408711,0620802,East Los Angeles,East Los Angeles CDP,57,U1,N,N,G4210,S,19298247,11013,+34.0315059,-118.1685666,448854.9
1631,14,8,764,06,21034,02408704,0621034,East Rancho Dominguez,East Rancho Dominguez CDP,57,U1,N,N,G4210,S,2129017,0,+33.8948342,-118.1955875,3097882.31
1632,14,8,770,06,21292,02408710,0621292,East Whittier,East Whittier CDP,57,U2,N,N,G4210,S,2824327,0,+33.9243733,-117.9887261,2515.1
1633,14,8,810,06,24477,02408218,0624477,Florence-Graham,Florence-Graham CDP,57,U2,N,N,G4210,S,9089173,0,+33.9681594,-118.2446671,13248023.6
1634,14,8,959,06,39108,02408521,0639108,Ladera Heights,Ladera Heights CDP,57,U1,N,N,G4210,S,7680651,276,+33.9963134,-118.3757966,11120085.36
1635,14,8,960,06,39114,02583048,0639114,Ladera Ranch,Ladera Ranch CDP,57,U1,N,N,G4210,S,12539189,0,+33.5493559,-117.6415031,18100544.51
1636,14,8,974,06,39598,02408560,0639598,Lakeland Village,Lakeland Village CDP,57,U1,N,N,G4210,S,22533113,320505,+33.6489563,-117.3668230,2551.7
1637,14,8,993,06,40526,02408577,0640526,Las Flores,Las Flores CDP,57,U1,N,N,G4210,S,5749405,0,+33.5838573,-117.6235705,8305939.96
1638,14,8,1006,06,41180,02408600,0641180,Lennox,Lennox CDP,57,U1,N,N,G4210,S,2831657,0,+33.9380636,-118.3585422,3573081.38
1639,14,8,1158,06,52379,02408951,0652379,North Tustin,North Tustin CDP,57,U1,N,N,G4210,S,17137661,0,+33.7644214,-117.7944859,24861320.93
1640,14,8,1285,06,63050,02409214,0663050,Rossmoor,Rossmoor CDP,57,U1,N,N,G4210,S,3997094,0,+33.7886236,-118.0803625,5118953.18
1641,14,8,1290,06,63218,02409220,0663218,Rowland Heights,Rowland Heights CDP,57,U1,N,N,G4210,S,33863884,14576,+33.9703133,-117.8905677,162220.68
1642,14,8,1459,06,82667,02409512,0682667,View Park-Windsor Hills,View Park-Windsor Hills CDP,57,U2,N,N,G4210,S,4768648,1987,+33.9944725,-118.3477617,6957917.66
1643,14,8,1470,06,83402,02409528,0683402,Walnut Park,Walnut Park CDP,57,U1,N,N,G4210,S,1936670,0,+33.9682323,-118.2219715,2822818.92
1644,14,8,1481,06,84116,02409544,0684116,West Athens,West Athens CDP,57,U1,N,N,G4210,S,3461385,0,+33.9234553,-118.3032972,5039927.35
1645,14,8,1489,06,84592,02409575,0684592,Westmont,Westmont CDP,57,U1,N,N,G4210,S,4785352,0,+33.9416787,-118.3018377,6970640.94
1646,14,8,1493,06,84780,02409548,0684780,West Rancho Dominguez,West Rancho Dominguez CDP,57,U1,N,N,G4210,S,10291567,13515,+33.9043316,-118.2677765,14998446.67
1647,14,8,1501,06,85614,02409601,0685614,Willowbrook,Willowbrook CDP,57,U1,N,N,G4210,S,4005696,7355,+33.9189317,-118.2360450,5842699.73
1648,15,9,0,06,66140,02411785,0666140,San Fernando,San Fernando city,25,C1,N,N,G4110,A,6148697,0,+34.2886519,-118.4362413,9029679.54
1649,15,9,3,06,65042,02411779,0665042,San Buenaventura (Ventura),San Buenaventura (Ventura) city,25,C1,Y,N,G4110,A,56500370,27033715,+34.2677796,-119.2542062,2291738.63
1650,15,9,4,06,30014,02410601,0630014,Glendora,Glendora city,25,C1,N,N,G4110,A,50251851,403066,+34.1449667,-117.8476672,51882440.64
1651,15,9,7,06,39003,02411565,0639003,La Cañada Flintridge,La Cañada Flintridge city,25,C1,N,N,G4110,A,22347046,44361,+34.2109111,-118.2001349,26861931.6
1652,15,9,8,06,40032,02411577,0640032,La Mirada,La Mirada city,25,C1,N,N,G4110,A,20259097,44465,+33.9020453,-118.0089608,28168009.5
1653,15,9,12,06,69088,02411819,0669088,Santa Clarita,Santa Clarita city,25,C1,N,N,G4110,A,136645644,131952,+34.4029972,-118.5041658,197731466.5
1654,15,9,13,06,69154,02411823,0669154,Santa Fe Springs,Santa Fe Springs city,25,C1,N,N,G4110,A,22981399,101260,+33.9335648,-118.0626113,31000421.91
1655,15,9,15,06,83332,02412173,0683332,Walnut,Walnut city,25,C1,N,N,G4110,A,23290060,9650,+34.0371955,-117.8556059,34012470.17
1656,15,9,16,06,71806,02411897,0671806,Sierra Madre,Sierra Madre city,25,C1,N,N,G4110,A,7646968,11544,+34.1687705,-118.0502158,8675205.73
